optical_event_id,segment_id,run_id,event_type,involved_track_ids,support_start_sar_frame,support_end_sar_frame,event_uncertainty_state,competing_interpretations_json,observable_evidence,event_is_hard_label,manual_reference_used
TERGOE_64090A08B2A62E6B7B53,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,487,489,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_0DE14ACFF369906D1DF1,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,487,489,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_77F25B5634874693768E,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,487,494,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_191E8A625B6658CF5AC0,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,487,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_472B32ACBDC3CD9FCE49,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON023,487,489,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_0FB94B3E760B6ED62AEF,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,487,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_18EE5CB041825827A2EF,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON023,487,489,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_1B92228DE15D8358F3C7,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,488,489,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_117B6928EF031B576AEF,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON023,488,489,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_349C01A957B0C4664B5F,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON024,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_A8D0FA77235490B14236,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.6907 to 11.0816 deg,False,False
TERGOE_6F8E65CB8C46DE723C43,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 17.8228 to 14.2125 deg,False,False
TERGOE_A326ADB52EAEAB4C0D91,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.4216 to 0.3547 deg,False,False
TERGOE_2D50EE706E1019314465,TERGS_406E06BEE8B19831E091,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,488,489,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_057177C6EEDC16A74DB0,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,488,489,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_091B73DFA523FCDB3779,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_F8129FF0CDBE1B8A1248,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_4CF15DF545E1A3D0A419,TERGS_406E06BEE8B19831E091,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_644F4209985DC7BED5C9,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_473D8B707535369E62BF,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_9357D9B9CAE91F006455,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_21F180D4505368F01F62,TERGS_406E06BEE8B19831E091,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_3780AF23722D5A51D183,TERGS_409886F81D9E45334F4F,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,481,482,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_6D8655002A0AF54F295B,TERGS_409886F81D9E45334F4F,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,481,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 14 SAR frames,False,False
TERGOE_0B5B30DB292AD02E1B42,TERGS_409886F81D9E45334F4F,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_5FAA0961DE8DE628E600,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,488,489,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_0A28FB8E9539F82C1681,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON023,488,489,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_FB5112E2FE968058D3D4,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_2AFFF95542CDC32CA647,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_127694F20853AF9AD611,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_B6152292061B5B63712C,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON023,488,489,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 2 SAR frames,False,False
TERGOE_47E7DC012F2DFF3DB57F,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON024,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_C682A4295CD21D5548CA,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 7.2272 to 4.2977 deg,False,False
TERGOE_B667D455D7785E67BB7C,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.6907 to 11.0816 deg,False,False
TERGOE_A54320B298D5DC2020C4,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 10.3593 to 7.4286 deg,False,False
TERGOE_7AC0F81495D23249E5FF,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 17.8228 to 14.2125 deg,False,False
TERGOE_C7F9CDBA545D846686E9,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.4216 to 0.3547 deg,False,False
TERGOE_BE33C065B36F95BB241E,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_SEPARATION_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.5753 to 0.6391 deg,False,False
TERGOE_9344EC8D7757CE9F389C,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON023,488,489,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 13.7968 to 13.7968 deg,False,False
TERGOE_34D065D0FAC2C86C299B,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON023,488,489,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 16.9289 to 16.9289 deg,False,False
TERGOE_231C9E9D0DB6D48FA4A5,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,488,489,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_4EF45D66BD885EE46532,TERGS_48FABD798C7CE3742190,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,488,489,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_7BBBDA671551F112A96A,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,488,489,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_A64E8769264FBE6F106C,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,488,489,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_7B09272611B5972F01C0,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,488,494,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_9E580C3B3573CCC29CF3,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_08CF77EB1E9FD159352D,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON023,488,489,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_1BE63DDAF78F124DCDDE,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_4A45217D5B68C62887A0,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_9AFDD7E59E3D110FD8F2,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON023,488,489,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_5DD6428D78C3B4DFF11E,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_9583A9E9E7B95AA36BC3,TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_636458EDF30A2AF508B8,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_9FA55834F502393DD820,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_FCABF1A9EB5752C8D00F,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_28ACCDB10F86F9569860,TERGS_48FABD798C7CE3742190,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_D5929792506613CBF718,TERGS_4B565EEA0C6931299151,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,488,489,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_5FB508ACFABA7C8985BA,TERGS_4B565EEA0C6931299151,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON024,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_F117B4DFD90E46F4DCF9,TERGS_4B565EEA0C6931299151,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_4071BF63E3676697BDB8,TERGS_5CE262A17741C5FC8BFB,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_31659B4129D7D7784F94,TERGS_5CE262A17741C5FC8BFB,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_3BA45994CEBA42E92F75,TERGS_5CE262A17741C5FC8BFB,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,472,476,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_B4FB4B31CC704F6A32BB,TERGS_5CE262A17741C5FC8BFB,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,472,476,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_A400A4A4A7CDFE3AEC3D,TERGS_5CE262A17741C5FC8BFB,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,472,476,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.8594 to 0.6696 deg,False,False
TERGOE_D7AE3C25D65B92F08916,TERGS_5CE262A17741C5FC8BFB,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,472,476,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_94E15E7A5A8EF93FBA30,TERGS_60EB5053F2693E18D58B,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,481,482,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_4C49B894B4B259C37A4C,TERGS_60EB5053F2693E18D58B,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,481,488,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_9839D9C27A2F2CF7D274,TERGS_60EB5053F2693E18D58B,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,481,488,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_E6264E855942EEB2ED01,TERGS_60EB5053F2693E18D58B,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,481,488,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_0F40BF085A7310FBA8F8,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,481,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.6999 to 0.5753 deg,False,False
TERGOE_7FA3EF8574D434F67518,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,481,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 11.2125 to 7.2272 deg,False,False
TERGOE_C4973021BF249F577032,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,481,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.4752 to 10.3593 deg,False,False
TERGOE_7AE01B8955B7B39F2A74,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,481,488,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_DF8864692C5E1EB76EA3,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,481,488,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_C7695F195773B67D20B4,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,481,488,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_5D554C42D2A35BA0D9E3,TERGS_60EB5053F2693E18D58B,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON023,486,487,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_D46BA548166592C80CF6,TERGS_60EB5053F2693E18D58B,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON023,486,488,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 3 SAR frames,False,False
